,id,datetime,machine,temp,speed,rpm,rms_velocity_x,rms_velocity_y,rms_velocity_z,rms_Acceleration_x,rms_Acceleration_y,rms_Acceleration_z,created_on,updated_on
103811,204219,21/09/2022 21:15:01,Drumming 4,45.44,30.0,450.0,2.82,3.19,1.46,64.51,74.58,35.77,2022-09-21 22:16:53,2022-09-21 22:16:53
103814,204222,21/09/2022 21:18:01,Drumming 4,45.06,30.0,150.0,2.04,2.84,1.63,49.38,70.02,41.31,2022-09-21 22:16:53,2022-09-21 22:16:53
103815,204223,21/09/2022 21:19:01,Drumming 4,45.06,30.0,150.0,2.04,2.84,1.63,49.38,70.02,41.31,2022-09-21 22:16:53,2022-09-21 22:16:53
103816,204224,21/09/2022 21:20:01,Drumming 4,45.06,30.0,150.0,2.04,2.84,1.63,49.38,70.02,41.31,2022-09-21 22:16:53,2022-09-21 22:16:53
103820,204228,21/09/2022 21:24:01,Drumming 4,44.56,30.0,120.0,3.21,3.23,1.78,73.28,76.29,42.94,2022-09-21 22:16:53,2022-09-21 22:16:53
103821,204229,21/09/2022 21:25:01,Drumming 4,44.44,30.0,480.0,0.76,0.86,0.45,17.96,20.9,10.09,2022-09-21 22:16:53,2022-09-21 22:16:53
103822,204230,21/09/2022 21:26:01,Drumming 4,44.44,30.0,480.0,3.71,4.19,2.14,85.17,100.09,51.33,2022-09-21 22:16:53,2022-09-21 22:16:53
103824,204232,21/09/2022 21:28:01,Drumming 4,44.31,1.01,450.0,4.66,4.6,2.14,107.38,109.87,50.85,2022-09-21 22:16:53,2022-09-21 22:16:53
103993,204565,22/09/2022 03:04:01,Drumming 4,45.44,32.0,480.0,8.62,8.86,4.99,193.06,200.34,117.63,2022-09-22 06:17:08,2022-09-22 06:17:08
103994,204574,22/09/2022 03:13:01,Drumming 4,43.56,31.94,330.0,7.96,8.64,4.38,178.21,201.79,102.47,2022-09-22 06:17:08,2022-09-22 06:17:08
103995,204575,22/09/2022 03:14:01,Drumming 4,43.38,31.94,30.0,8.18,8.9,4.36,182.18,204.08,98.51,2022-09-22 06:17:08,2022-09-22 06:17:08
104008,204597,22/09/2022 03:36:01,Drumming 4,43.44,27.94,60.0,7.95,5.97,2.74,183.69,140.19,64.44,2022-09-22 06:17:08,2022-09-22 06:17:08
104009,204598,22/09/2022 03:37:01,Drumming 4,43.38,27.97,330.0,7.85,5.89,2.79,181.67,138.0,65.53,2022-09-22 06:17:08,2022-09-22 06:17:08
104011,204600,22/09/2022 03:39:01,Drumming 4,43.25,27.97,30.0,8.05,7.27,4.27,182.62,165.31,98.02,2022-09-22 06:17:08,2022-09-22 06:17:08
104012,204601,22/09/2022 03:40:01,Drumming 4,43.19,27.97,30.0,8.62,7.43,4.45,196.74,167.8,102.54,2022-09-22 06:17:08,2022-09-22 06:17:08
104168,204888,22-09-2022 08:30,Drumming 4,43.88,0.98,180.0,3.4,3.57,2.21,76.43,81.78,51.22,2022-09-22 14:17:08,2022-09-22 14:17:08
104206,204928,22-09-2022 09:10,Drumming 4,43.88,8.91,300.0,6.27,5.85,3.01,138.5,129.03,65.6,2022-09-22 14:17:08,2022-09-22 14:17:08
104250,205001,22/09/2022 10:26:01,Drumming 4,45.44,25.59,660.0,8.21,7.6,3.7,181.04,166.2,80.59,2022-09-22 14:17:08,2022-09-22 14:17:08
104298,205101,22/09/2022 12:06:01,Drumming 4,48.5,6.97,450.0,2.44,2.63,1.27,56.61,62.2,29.72,2022-09-22 14:17:08,2022-09-22 14:17:08
104393,205248,22/09/2022 14:36:01,Drumming 4,48.0,30.0,300.0,2.28,2.18,1.13,50.69,51.76,27.49,2022-09-22 22:16:53,2022-09-22 22:16:53
104396,205252,22/09/2022 14:40:01,Drumming 4,47.56,30.0,330.0,1.96,2.57,1.43,44.78,61.84,34.54,2022-09-22 22:16:53,2022-09-22 22:16:53
104397,205253,22/09/2022 14:41:01,Drumming 4,47.5,30.0,90.0,2.57,2.92,1.56,58.03,69.2,36.44,2022-09-22 22:16:53,2022-09-22 22:16:53
104398,205254,22/09/2022 14:42:01,Drumming 4,47.31,30.0,60.0,2.53,3.39,1.72,57.41,82.03,42.48,2022-09-22 22:16:53,2022-09-22 22:16:53
104399,205255,22/09/2022 14:43:01,Drumming 4,47.19,30.0,480.0,3.24,2.83,1.4,72.73,67.34,33.13,2022-09-22 22:16:53,2022-09-22 22:16:53
104400,205256,22/09/2022 14:44:01,Drumming 4,47.12,30.0,300.0,2.45,2.79,1.65,55.99,66.65,39.52,2022-09-22 22:16:53,2022-09-22 22:16:53
104401,205257,22/09/2022 14:45:01,Drumming 4,47.06,30.0,480.0,3.08,2.81,1.56,70.32,65.85,36.56,2022-09-22 22:16:53,2022-09-22 22:16:53
104443,205309,22/09/2022 15:37:01,Drumming 4,46.38,4.26,660.0,5.91,5.45,2.87,130.33,120.0,62.62,2022-09-22 22:16:53,2022-09-22 22:16:53
104446,205323,22/09/2022 15:51:01,Drumming 4,48.19,30.0,450.0,3.03,2.21,1.01,67.31,49.59,22.31,2022-09-22 22:16:53,2022-09-22 22:16:53
104448,205325,22/09/2022 15:53:01,Drumming 4,48.31,30.0,60.0,3.43,4.38,1.74,78.49,107.04,42.35,2022-09-22 22:16:53,2022-09-22 22:16:53
104449,205326,22/09/2022 15:54:01,Drumming 4,48.19,30.0,420.0,2.8,3.25,1.57,62.12,76.59,35.85,2022-09-22 22:16:53,2022-09-22 22:16:53
104452,205329,22/09/2022 15:57:01,Drumming 4,47.94,30.0,450.0,2.96,3.49,1.66,66.85,82.94,39.09,2022-09-22 22:16:53,2022-09-22 22:16:53
104453,205330,22/09/2022 15:58:01,Drumming 4,47.69,30.0,450.0,3.46,3.21,1.73,77.67,75.26,38.83,2022-09-22 22:16:53,2022-09-22 22:16:53
104454,205331,22/09/2022 15:59:01,Drumming 4,47.62,30.0,450.0,3.58,4.29,1.74,79.76,102.57,42.0,2022-09-22 22:16:53,2022-09-22 22:16:53
104455,205332,22/09/2022 16:00:01,Drumming 4,47.44,30.0,30.0,3.44,3.96,1.69,75.74,93.73,40.27,2022-09-22 22:16:53,2022-09-22 22:16:53
104456,205333,22/09/2022 16:01:01,Drumming 4,47.38,30.0,300.0,2.89,2.75,1.56,65.96,65.78,36.37,2022-09-22 22:16:53,2022-09-22 22:16:53
104457,205334,22/09/2022 16:02:01,Drumming 4,47.25,30.0,300.0,2.18,2.02,1.13,49.84,45.32,25.22,2022-09-22 22:16:53,2022-09-22 22:16:53
104458,205335,22/09/2022 16:03:01,Drumming 4,47.19,30.0,450.0,4.09,4.11,2.16,90.48,95.0,49.45,2022-09-22 22:16:53,2022-09-22 22:16:53
104481,205361,22/09/2022 16:29:01,Drumming 4,46.5,3.1,450.0,3.57,3.34,2.08,79.77,74.73,47.41,2022-09-22 22:16:53,2022-09-22 22:16:53
104506,205400,22/09/2022 17:08:01,Drumming 4,48.62,30.0,420.0,3.45,3.35,1.48,77.22,79.68,35.06,2022-09-22 22:16:53,2022-09-22 22:16:53
104507,205401,22/09/2022 17:09:01,Drumming 4,48.56,30.0,420.0,2.4,2.48,1.32,53.61,59.17,31.06,2022-09-22 22:16:53,2022-09-22 22:16:53
104508,205402,22/09/2022 17:10:01,Drumming 4,48.44,30.0,60.0,2.26,1.92,1.0,49.81,43.71,22.75,2022-09-22 22:16:53,2022-09-22 22:16:53
104509,205404,22/09/2022 17:12:01,Drumming 4,48.25,30.0,420.0,2.43,1.83,0.99,54.09,41.29,22.66,2022-09-22 22:16:53,2022-09-22 22:16:53
104510,205405,22/09/2022 17:13:01,Drumming 4,48.19,30.0,90.0,2.97,3.15,1.81,66.5,76.14,43.32,2022-09-22 22:16:53,2022-09-22 22:16:53
104511,205406,22/09/2022 17:14:01,Drumming 4,48.0,30.0,450.0,1.96,1.52,0.9,44.42,35.58,20.91,2022-09-22 22:16:53,2022-09-22 22:16:53
104512,205407,22/09/2022 17:15:01,Drumming 4,47.88,30.0,420.0,3.22,2.58,1.26,72.06,60.03,28.8,2022-09-22 22:16:53,2022-09-22 22:16:53
104514,205409,22/09/2022 17:17:01,Drumming 4,47.56,30.0,90.0,3.1,2.76,1.46,68.46,63.34,33.98,2022-09-22 22:16:53,2022-09-22 22:16:53
104515,205410,22/09/2022 17:18:01,Drumming 4,47.5,30.0,330.0,2.76,2.43,1.38,62.83,56.49,30.94,2022-09-22 22:16:53,2022-09-22 22:16:53
104516,205411,22/09/2022 17:19:01,Drumming 4,47.38,30.0,480.0,3.21,2.91,1.86,73.03,68.08,42.92,2022-09-22 22:16:53,2022-09-22 22:16:53
104517,205412,22/09/2022 17:20:01,Drumming 4,47.31,30.0,300.0,1.59,1.22,0.81,36.18,28.05,19.54,2022-09-22 22:16:53,2022-09-22 22:16:53
104518,205413,22/09/2022 17:21:01,Drumming 4,47.19,30.0,150.0,3.0,2.7,1.67,67.24,62.23,37.09,2022-09-22 22:16:53,2022-09-22 22:16:53
104560,205474,22/09/2022 18:22:01,Drumming 4,47.5,30.0,90.0,2.67,2.77,1.27,58.68,60.31,27.71,2022-09-22 22:16:53,2022-09-22 22:16:53
104562,205476,22/09/2022 18:24:01,Drumming 4,47.5,30.0,300.0,2.15,2.4,1.33,47.49,53.72,29.91,2022-09-22 22:16:53,2022-09-22 22:16:53
104563,205477,22/09/2022 18:25:01,Drumming 4,47.5,30.0,300.0,2.15,2.4,1.33,47.49,53.72,29.91,2022-09-22 22:16:53,2022-09-22 22:16:53
104564,205478,22/09/2022 18:26:01,Drumming 4,47.5,30.0,300.0,2.15,2.4,1.33,47.49,53.72,29.91,2022-09-22 22:16:53,2022-09-22 22:16:53
104566,205481,22/09/2022 18:29:01,Drumming 4,47.12,30.0,300.0,3.53,4.18,2.07,80.25,102.03,51.16,2022-09-22 22:16:53,2022-09-22 22:16:53
104567,205482,22/09/2022 18:30:01,Drumming 4,46.88,30.0,210.0,3.07,3.08,1.83,67.96,68.48,40.83,2022-09-22 22:16:53,2022-09-22 22:16:53
104568,205483,22/09/2022 18:31:01,Drumming 4,46.81,30.0,300.0,1.86,2.58,1.6,44.03,62.46,38.18,2022-09-22 22:16:53,2022-09-22 22:16:53
104570,205485,22/09/2022 18:33:01,Drumming 4,46.62,30.0,300.0,3.99,4.42,2.23,89.08,102.65,52.42,2022-09-22 22:16:53,2022-09-22 22:16:53
104571,205486,22/09/2022 18:34:01,Drumming 4,46.5,30.0,60.0,3.46,4.05,2.25,77.21,92.91,53.0,2022-09-22 22:16:53,2022-09-22 22:16:53
104572,205487,22/09/2022 18:35:01,Drumming 4,46.38,30.0,150.0,2.88,3.11,1.91,67.68,73.41,43.68,2022-09-22 22:16:53,2022-09-22 22:16:53
104574,205489,22/09/2022 18:37:01,Drumming 4,46.19,30.0,330.0,4.06,4.63,2.38,90.98,108.26,56.52,2022-09-22 22:16:53,2022-09-22 22:16:53
104613,205534,22/09/2022 19:22:01,Drumming 4,45.19,18.14,330.0,5.62,5.25,2.78,122.14,114.14,60.29,2022-09-22 22:16:53,2022-09-22 22:16:53
104614,205540,22/09/2022 19:28:01,Drumming 4,45.19,1.34,330.0,5.62,5.25,2.78,122.14,114.14,60.29,2022-09-22 22:16:53,2022-09-22 22:16:53
104615,205542,22/09/2022 19:30:01,Drumming 4,45.19,30.0,330.0,5.62,5.25,2.78,122.14,114.14,60.29,2022-09-22 22:16:53,2022-09-22 22:16:53
104616,205543,22/09/2022 19:31:01,Drumming 4,45.19,30.0,330.0,5.62,5.25,2.78,122.14,114.14,60.29,2022-09-22 22:16:53,2022-09-22 22:16:53
104618,205545,22/09/2022 19:33:01,Drumming 4,46.69,30.0,300.0,1.29,1.27,0.68,28.68,31.58,18.05,2022-09-22 22:16:53,2022-09-22 22:16:53
104619,205546,22/09/2022 19:34:01,Drumming 4,46.69,30.0,420.0,3.6,3.72,1.55,81.28,86.13,36.12,2022-09-22 22:16:53,2022-09-22 22:16:53
104620,205547,22/09/2022 19:35:01,Drumming 4,46.69,30.0,420.0,3.6,3.72,1.55,81.28,86.13,36.12,2022-09-22 22:16:53,2022-09-22 22:16:53
104622,205550,22/09/2022 19:38:01,Drumming 4,46.19,30.0,450.0,4.25,4.59,2.3,94.42,103.75,52.43,2022-09-22 22:16:53,2022-09-22 22:16:53
104623,205551,22/09/2022 19:39:01,Drumming 4,46.12,30.0,330.0,2.96,3.09,1.59,68.34,75.91,38.8,2022-09-22 22:16:53,2022-09-22 22:16:53
104624,205552,22/09/2022 19:40:01,Drumming 4,46.12,30.0,330.0,2.96,3.09,1.59,68.34,75.91,38.8,2022-09-22 22:16:53,2022-09-22 22:16:53
104625,205553,22/09/2022 19:41:01,Drumming 4,45.88,30.0,450.0,5.18,5.59,2.54,115.89,129.87,59.72,2022-09-22 22:16:53,2022-09-22 22:16:53
104628,205556,22/09/2022 19:44:01,Drumming 4,45.62,30.0,480.0,4.65,4.15,1.85,105.53,96.48,43.26,2022-09-22 22:16:53,2022-09-22 22:16:53
104772,205803,22/09/2022 23:54:01,Drumming 4,45.31,4.71,240.0,2.39,1.93,0.97,52.95,42.68,22.33,2022-09-23 06:17:04,2022-09-23 06:17:04
104791,205823,23/09/2022 00:14:01,Drumming 4,45.69,6.05,450.0,4.61,4.93,2.44,102.69,116.1,60.41,2022-09-23 06:17:04,2022-09-23 06:17:04
104811,205844,23/09/2022 00:35:01,Drumming 4,45.69,1.34,450.0,4.61,4.93,2.44,102.69,116.1,60.41,2022-09-23 06:17:04,2022-09-23 06:17:04
104812,205845,23/09/2022 00:36:01,Drumming 4,45.69,8.46,450.0,4.61,4.93,2.44,102.69,116.1,60.41,2022-09-23 06:17:04,2022-09-23 06:17:04
104861,205959,23/09/2022 02:30:01,Drumming 4,48.69,10.16,300.0,4.69,3.71,2.03,106.69,84.94,48.99,2022-09-23 06:17:04,2022-09-23 06:17:04
104899,205998,23/09/2022 03:09:01,Drumming 4,47.06,1.43,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104901,206006,23/09/2022 03:17:01,Drumming 4,47.06,0.69,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104902,206008,23/09/2022 03:19:01,Drumming 4,47.06,0.98,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104903,206026,23/09/2022 03:37:01,Drumming 4,47.06,4.62,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104941,206065,23/09/2022 04:16:01,Drumming 4,47.06,4.32,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104942,206067,23/09/2022 04:18:01,Drumming 4,47.06,2.03,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104943,206075,23/09/2022 04:26:01,Drumming 4,47.06,0.69,180.0,2.13,1.91,0.93,48.86,44.42,22.3,2022-09-23 06:17:04,2022-09-23 06:17:04
104963,206114,23/09/2022 05:05:01,Drumming 4,46.44,1.34,300.0,1.89,1.68,1.06,43.59,40.9,23.98,2022-09-23 06:17:04,2022-09-23 06:17:04
104984,206143,23/09/2022 05:34:01,Drumming 4,45.75,0.69,300.0,3.21,3.0,1.52,73.34,67.41,33.05,2022-09-23 06:17:04,2022-09-23 06:17:04
105004,206184,23/09/2022 06:18:01,Drumming 4,46.19,4.59,300.0,4.18,4.09,1.96,98.07,99.32,44.84,2022-09-23 14:17:27,2022-09-23 14:17:27
105024,206206,23/09/2022 06:40:01,Drumming 4,45.31,5.78,630.0,5.18,4.98,2.66,113.72,108.37,57.51,2022-09-23 14:17:27,2022-09-23 14:17:27
105025,206210,23/09/2022 06:44:01,Drumming 4,45.31,1.94,630.0,5.18,4.98,2.66,113.72,108.37,57.51,2022-09-23 14:17:27,2022-09-23 14:17:27
105026,206218,23/09/2022 06:52:01,Drumming 4,45.31,0.69,630.0,5.18,4.98,2.66,113.72,108.37,57.51,2022-09-23 14:17:27,2022-09-23 14:17:27
105047,206262,23/09/2022 07:36:01,Drumming 4,45.44,0.83,510.0,4.07,3.77,2.21,93.08,87.5,50.57,2022-09-23 14:17:27,2022-09-23 14:17:27
105066,206283,23/09/2022 07:57:01,Drumming 4,45.31,4.47,330.0,3.12,2.74,1.34,71.2,61.84,29.4,2022-09-23 14:17:27,2022-09-23 14:17:27
105135,206412,23/09/2022 10:06:01,Drumming 4,45.75,1.25,270.0,1.88,1.64,0.85,42.32,36.97,19.57,2022-09-23 14:17:27,2022-09-23 14:17:27
105155,206435,23/09/2022 10:29:01,Drumming 4,46.44,1.52,570.0,5.61,5.39,3.03,123.89,118.32,66.18,2022-09-23 14:17:27,2022-09-23 14:17:27
105156,206436,23/09/2022 10:30:01,Drumming 4,46.44,3.66,570.0,5.61,5.39,3.03,123.89,118.32,66.18,2022-09-23 14:17:27,2022-09-23 14:17:27
105157,206437,23/09/2022 10:31:01,Drumming 4,46.44,3.25,570.0,5.61,5.39,3.03,123.89,118.32,66.18,2022-09-23 14:17:27,2022-09-23 14:17:27
105160,206464,23/09/2022 10:58:01,Drumming 4,47.69,23.77,300.0,6.66,7.13,3.23,147.57,163.74,73.27,2022-09-23 14:17:27,2022-09-23 14:17:27
105161,206467,23/09/2022 11:01:01,Drumming 4,47.69,21.69,300.0,6.66,7.13,3.23,147.57,163.74,73.27,2022-09-23 14:17:27,2022-09-23 14:17:27
105179,206485,23/09/2022 11:19:01,Drumming 4,46.62,1.52,540.0,5.86,4.8,2.3,136.56,114.12,53.46,2022-09-23 14:17:27,2022-09-23 14:17:27
105199,206508,23/09/2022 11:42:01,Drumming 4,46.69,4.74,300.0,5.52,5.3,2.96,121.75,117.32,65.07,2022-09-23 14:17:27,2022-09-23 14:17:27
105244,206606,23/09/2022 13:20:01,Drumming 4,49.5,16.45,30.0,5.59,6.75,3.38,122.54,157.59,79.77,2022-09-23 14:17:27,2022-09-23 14:17:27
105274,206644,23/09/2022 14:01:01,Drumming 4,48.75,10.67,480.0,5.17,4.8,2.75,118.46,113.04,64.25,2022-09-23 22:17:01,2022-09-23 22:17:01
105283,206716,23/09/2022 15:13:01,Drumming 4,49.69,30.0,330.0,4.15,4.73,1.96,94.3,115.65,46.57,2022-09-23 22:17:01,2022-09-23 22:17:01
105284,206717,23/09/2022 15:14:01,Drumming 4,49.69,30.0,330.0,4.15,4.73,1.96,94.3,115.65,46.57,2022-09-23 22:17:01,2022-09-23 22:17:01
105285,206718,23/09/2022 15:15:01,Drumming 4,49.69,30.0,330.0,4.15,4.73,1.96,94.3,115.65,46.57,2022-09-23 22:17:01,2022-09-23 22:17:01
105287,206720,23/09/2022 15:17:01,Drumming 4,49.69,30.0,330.0,4.15,4.73,1.96,94.3,115.65,46.57,2022-09-23 22:17:01,2022-09-23 22:17:01
105289,206723,23/09/2022 15:20:01,Drumming 4,48.31,30.0,450.0,1.59,2.31,1.34,38.58,57.4,34.46,2022-09-23 22:17:01,2022-09-23 22:17:01
105336,206796,23/09/2022 16:33:01,Drumming 4,49.25,30.0,420.0,3.22,4.76,2.34,72.31,113.88,56.68,2022-09-23 22:17:01,2022-09-23 22:17:01
105337,206797,23/09/2022 16:34:01,Drumming 4,49.31,30.0,330.0,2.96,4.69,2.19,66.23,114.42,53.75,2022-09-23 22:17:01,2022-09-23 22:17:01
105338,206798,23/09/2022 16:35:01,Drumming 4,49.25,30.0,450.0,2.86,2.28,1.01,63.94,51.61,23.51,2022-09-23 22:17:01,2022-09-23 22:17:01
105339,206799,23/09/2022 16:36:01,Drumming 4,49.25,30.0,450.0,1.88,2.44,1.35,43.21,59.37,32.54,2022-09-23 22:17:01,2022-09-23 22:17:01
105345,206805,23/09/2022 16:42:01,Drumming 4,48.56,30.0,450.0,3.59,4.55,2.13,80.99,109.94,50.65,2022-09-23 22:17:01,2022-09-23 22:17:01
105346,206806,23/09/2022 16:43:01,Drumming 4,48.44,30.0,480.0,3.35,3.76,2.09,75.71,89.56,50.64,2022-09-23 22:17:01,2022-09-23 22:17:01
105347,206807,23/09/2022 16:44:01,Drumming 4,48.38,30.0,30.0,4.3,5.49,2.68,95.44,132.5,62.86,2022-09-23 22:17:01,2022-09-23 22:17:01
105348,206808,23/09/2022 16:45:01,Drumming 4,48.31,30.0,270.0,2.24,2.04,1.11,50.44,45.97,25.53,2022-09-23 22:17:01,2022-09-23 22:17:01
105350,206810,23/09/2022 16:47:01,Drumming 4,48.12,30.0,450.0,4.34,4.16,2.1,99.29,99.22,47.59,2022-09-23 22:17:01,2022-09-23 22:17:01
105394,206870,23/09/2022 17:47:01,Drumming 4,49.38,30.0,300.0,1.91,2.86,1.31,43.66,70.27,31.6,2022-09-23 22:17:01,2022-09-23 22:17:01
105395,206871,23/09/2022 17:48:01,Drumming 4,49.38,30.0,300.0,3.92,3.57,1.49,88.54,86.07,36.65,2022-09-23 22:17:01,2022-09-23 22:17:01
105396,206872,23/09/2022 17:49:01,Drumming 4,49.38,30.0,420.0,2.51,4.35,1.89,57.7,107.61,46.58,2022-09-23 22:17:01,2022-09-23 22:17:01
105397,206873,23/09/2022 17:50:01,Drumming 4,49.25,30.0,420.0,2.37,1.92,1.02,53.91,45.86,26.0,2022-09-23 22:17:01,2022-09-23 22:17:01
105398,206874,23/09/2022 17:51:01,Drumming 4,49.12,30.0,420.0,3.16,3.93,1.65,71.46,95.89,41.47,2022-09-23 22:17:01,2022-09-23 22:17:01
105399,206875,23/09/2022 17:52:01,Drumming 4,49.0,30.0,330.0,2.32,2.24,1.14,52.8,54.73,28.01,2022-09-23 22:17:01,2022-09-23 22:17:01
105401,206877,23/09/2022 17:54:01,Drumming 4,48.69,30.0,480.0,2.44,3.07,1.62,55.72,73.97,39.01,2022-09-23 22:17:01,2022-09-23 22:17:01
105403,206879,23/09/2022 17:56:01,Drumming 4,48.44,30.0,450.0,2.94,3.34,1.7,67.14,80.27,41.08,2022-09-23 22:17:01,2022-09-23 22:17:01
105405,206881,23/09/2022 17:58:01,Drumming 4,48.19,30.0,300.0,3.21,3.68,1.85,73.74,89.52,44.53,2022-09-23 22:17:01,2022-09-23 22:17:01
105406,206882,23/09/2022 17:59:01,Drumming 4,48.12,30.0,450.0,3.18,3.04,1.65,72.46,72.69,39.04,2022-09-23 22:17:01,2022-09-23 22:17:01
105409,206885,23/09/2022 18:02:01,Drumming 4,47.81,30.0,240.0,2.94,3.32,1.83,70.04,77.55,43.18,2022-09-23 22:17:01,2022-09-23 22:17:01
105429,206908,23/09/2022 18:25:01,Drumming 4,46.94,5.48,540.0,5.37,4.71,2.24,124.29,110.37,50.86,2022-09-23 22:17:01,2022-09-23 22:17:01
105449,206930,23/09/2022 18:47:01,Drumming 4,46.62,8.94,600.0,6.29,5.95,3.36,138.2,129.05,72.91,2022-09-23 22:17:01,2022-09-23 22:17:01
105452,206939,23/09/2022 18:56:01,Drumming 4,47.69,19.04,360.0,5.42,5.66,2.86,119.53,129.14,68.09,2022-09-23 22:17:01,2022-09-23 22:17:01
105478,206975,23/09/2022 19:32:01,Drumming 4,47.56,30.0,300.0,1.23,0.98,0.62,28.33,23.05,16.68,2022-09-23 22:17:01,2022-09-23 22:17:01
105479,206976,23/09/2022 19:33:01,Drumming 4,47.5,30.0,450.0,2.76,4.17,1.81,63.73,102.07,44.37,2022-09-23 22:17:01,2022-09-23 22:17:01
105480,206977,23/09/2022 19:34:01,Drumming 4,47.38,30.0,450.0,1.51,1.27,0.85,34.32,31.42,20.6,2022-09-23 22:17:01,2022-09-23 22:17:01
105483,206980,23/09/2022 19:37:01,Drumming 4,46.94,30.0,330.0,4.07,5.35,2.66,90.86,129.36,64.83,2022-09-23 22:17:01,2022-09-23 22:17:01
105485,206982,23/09/2022 19:39:01,Drumming 4,46.62,30.0,480.0,4.1,5.38,2.87,91.55,129.46,70.53,2022-09-23 22:17:01,2022-09-23 22:17:01
105511,207011,23/09/2022 20:08:01,Drumming 4,45.31,21.09,300.0,7.05,5.84,2.59,163.65,136.93,59.73,2022-09-23 22:17:01,2022-09-23 22:17:01
105523,207026,23/09/2022 20:23:01,Drumming 4,45.44,27.94,330.0,8.22,7.09,3.46,191.16,160.5,75.7,2022-09-23 22:17:01,2022-09-23 22:17:01
105529,207032,23/09/2022 20:29:01,Drumming 4,45.12,26.46,300.0,8.65,8.22,4.54,194.13,180.05,98.91,2022-09-23 22:17:01,2022-09-23 22:17:01
105535,207045,23/09/2022 20:42:01,Drumming 4,46.56,30.0,180.0,2.89,3.95,1.68,66.07,94.57,42.97,2022-09-23 22:17:01,2022-09-23 22:17:01
105536,207046,23/09/2022 20:43:01,Drumming 4,46.5,30.0,300.0,2.01,2.95,1.56,44.84,71.85,37.64,2022-09-23 22:17:01,2022-09-23 22:17:01
105537,207047,23/09/2022 20:44:01,Drumming 4,46.44,30.0,300.0,3.8,4.21,1.73,87.46,99.99,43.2,2022-09-23 22:17:01,2022-09-23 22:17:01
105540,207050,23/09/2022 20:47:01,Drumming 4,46.25,30.0,450.0,0.95,0.99,0.58,23.09,25.87,14.03,2022-09-23 22:17:01,2022-09-23 22:17:01
105542,207052,23/09/2022 20:49:01,Drumming 4,46.06,30.0,450.0,1.25,1.31,0.68,30.39,35.66,16.75,2022-09-23 22:17:01,2022-09-23 22:17:01
105543,207053,23/09/2022 20:50:01,Drumming 4,45.94,30.0,450.0,4.14,4.18,1.84,95.42,98.3,45.73,2022-09-23 22:17:01,2022-09-23 22:17:01
105545,207055,23/09/2022 20:52:01,Drumming 4,45.88,30.0,330.0,4.21,4.22,2.03,95.65,98.06,47.88,2022-09-23 22:17:01,2022-09-23 22:17:01
105546,207056,23/09/2022 20:53:01,Drumming 4,45.81,30.0,300.0,4.46,4.18,1.99,101.24,97.98,47.23,2022-09-23 22:17:01,2022-09-23 22:17:01
105548,207058,23/09/2022 20:55:01,Drumming 4,45.75,30.0,30.0,4.55,4.7,2.24,102.62,109.02,52.06,2022-09-23 22:17:01,2022-09-23 22:17:01
105587,207101,23/09/2022 21:38:01,Drumming 4,45.12,1.52,30.0,3.27,2.99,1.54,71.29,64.9,33.51,2022-09-23 22:17:01,2022-09-23 22:17:01
105588,207102,23/09/2022 21:39:01,Drumming 4,45.12,2.12,30.0,3.27,2.99,1.54,71.29,64.9,33.51,2022-09-23 22:17:01,2022-09-23 22:17:01
105594,207117,23/09/2022 21:54:01,Drumming 4,47.25,30.0,30.0,3.06,2.41,1.24,69.55,57.93,32.41,2022-09-23 22:17:01,2022-09-23 22:17:01
105595,207118,23/09/2022 21:55:01,Drumming 4,47.19,30.0,180.0,1.9,2.79,1.72,43.69,68.46,42.87,2022-09-23 22:17:01,2022-09-23 22:17:01
105596,207119,23/09/2022 21:56:01,Drumming 4,47.0,30.0,450.0,2.55,2.05,1.05,56.9,47.25,26.46,2022-09-23 22:17:01,2022-09-23 22:17:01
105600,207123,23/09/2022 22:03:01,Drumming 4,46.0,30.0,330.0,2.46,1.95,1.02,56.71,47.19,24.64,2022-09-24 06:17:05,2022-09-24 06:17:05
105601,207124,23/09/2022 22:04:01,Drumming 4,45.88,30.0,300.0,2.21,1.76,1.0,51.6,40.75,24.24,2022-09-24 06:17:05,2022-09-24 06:17:05
105750,207384,24/09/2022 02:24:01,Drumming 4,45.69,1.55,390.0,1.58,1.31,1.02,37.67,29.92,24.12,2022-09-24 06:17:05,2022-09-24 06:17:05
105770,207405,24/09/2022 02:45:01,Drumming 4,45.56,4.41,300.0,1.86,1.72,1.05,41.46,37.46,22.87,2022-09-24 06:17:05,2022-09-24 06:17:05
105815,207498,24/09/2022 04:18:01,Drumming 4,45.88,22.67,510.0,6.91,6.02,2.62,158.25,141.24,60.71,2022-09-24 06:17:05,2022-09-24 06:17:05
